city	uf	latitude	longitude	precision	address
ELIAS FAUSTO	SP	-23.0432476	-47.368765	APPROXIMATE	Elias Fausto, SP, Brazil
TRINDADE DO SUL	RS	-27.5243826	-52.8961061	APPROXIMATE	Trindade do Sul, RS, Brazil
JUARINA	TO	-8.1678982	-49.0817124	APPROXIMATE	Juarina - State of Tocantins, Brazil
CAMPOS DE JULIO	MT	-13.7214728	-59.2603541	APPROXIMATE	Campos de Júlio - State of Mato Grosso, Brazil
PRATAPOLIS	MG	-20.7896516	-46.8834379	APPROXIMATE	Pratápolis - State of Minas Gerais, Brazil
FEIRA NOVA DO MARANHAO	MA	-6.963914	-46.6798825	APPROXIMATE	Feira Nova do Maranhão - State of Maranhão, Brazil
PAU D ARCO DO PIAUI	PI	-5.2295668	-42.4528138	APPROXIMATE	Pau d'Arco do Piauí - State of Piauí, Brazil
SERRANOPOLIS	GO	-18.3063317	-51.957752	APPROXIMATE	Serranópolis, GO, Brazil
BRUSQUE	SC	-27.0982053	-48.9111422	APPROXIMATE	Brusque, SC, Brazil
SERRA DA RAIZ	PB	-6.7081604000000015	-35.4508003	APPROXIMATE	Serra da Raiz - State of Paraíba, Brazil
PEDRA DOURADA	MG	-20.8208362	-42.1375086	APPROXIMATE	Pedra Dourada - State of Minas Gerais, Brazil
DOURADINA	PR	-23.3851548	-53.2943203	APPROXIMATE	Douradina - PR, Brazil
DOVERLANDIA	GO	-16.766045000000002	-52.44654739999999	APPROXIMATE	Doverlândia - State of Goiás, Brazil
SANTA FE DO SUL	SP	-20.2114344	-50.9271748	APPROXIMATE	Santa Fé do Sul, SP, Brazil
TAQUARITUBA	SP	-23.5263997	-49.2459964	APPROXIMATE	Taquarituba - State of São Paulo, Brazil
NOVA ROMA	GO	-13.7803698	-47.05830200000001	APPROXIMATE	Nova Roma - State of Goiás, Brazil
ARTUR NOGUEIRA	SP	-22.573223	-47.1731269	APPROXIMATE	Artur Nogueira, SP, Brazil
NOVA SERRANA	MG	-19.8717775	-44.9850828	APPROXIMATE	Nova Serrana, MG, Brazil
SANTA MERCEDES	SP	-21.333217	-51.7466948	APPROXIMATE	Santa Mercedes - State of São Paulo, Brazil
ITAPOLIS	SP	-21.595053600000004	-48.81637050000001	APPROXIMATE	Itápolis, SP, Brazil
CACIQUE DOBLE	RS	-27.7997597	-51.6623517	APPROXIMATE	Cacique Doble - RS, Brazil
DIAMANTINO	MT	-14.4040989	-56.4370932	APPROXIMATE	Diamantino, MT, Brazil
CARDOSO MOREIRA	RJ	-21.5406606	-41.4812771	APPROXIMATE	Cardoso Moreira - State of Rio de Janeiro, Brazil
SAO JOAO DO MANHUACU	MG	-20.365796300000003	-42.1473903	APPROXIMATE	São João do Manhuaçu - State of Minas Gerais, Brazil
CLEMENTINA	SP	-21.5755318	-50.4514913	APPROXIMATE	Clementina - State of São Paulo, Brazil
SANTA CRUZ DE SALINAS	MG	-16.0808238	-41.8004409	APPROXIMATE	Santa Cruz de Salinas - State of Minas Gerais, Brazil
PALMARES DO SUL	RS	-30.2596595	-50.5110784	APPROXIMATE	Palmares do Sul, RS, Brazil
CAIBATE	RS	-28.3215197	-54.6314321	APPROXIMATE	Caibaté - RS, Brazil
VILA BOA	GO	-15.0002321	-47.0972424	APPROXIMATE	Vila Boa - State of Goiás, Brazil
GUARANTA	SP	-21.956376	-49.65031060000001	APPROXIMATE	Guarantã - State of São Paulo, Brazil
BARRA DO ROCHA	BA	-14.2067593	-39.603134	APPROXIMATE	Barra do Rocha - State of Bahia, Brazil
INHACORA	RS	-27.8950614	-54.01944720000001	APPROXIMATE	Inhacorá - RS, Brazil
BURITIZAL	SP	-20.1936224	-47.7105454	APPROXIMATE	Buritizal, SP, Brazil
CAMBUI	MG	-22.6118831	-46.0577071	APPROXIMATE	Cambuí, MG, Brazil
SAO PEDRO DO SUL	RS	-29.6267316	-54.1831	APPROXIMATE	São Pedro do Sul, RS, Brazil
UNIAO DE MINAS	MG	-19.5288026	-50.3341593	APPROXIMATE	União de Minas, MG, Brazil
VALE DO SOL	RS	-29.6045299	-52.6867343	APPROXIMATE	Vale do Sol - RS, Brazil
SAO JOSE DOS CORDEIROS	PB	-7.430554300000002	-36.8465564	APPROXIMATE	São José dos Cordeiros - State of Paraíba, Brazil
SANTANA DO GARAMBEU	MG	-21.6185585	-44.0770134	APPROXIMATE	Santana do Garambéu - State of Minas Gerais, Brazil
ALVINOPOLIS	MG	-20.10761	-43.0574762	APPROXIMATE	Alvinópolis, MG, Brazil
SANTO ANTONIO DE GOIAS	GO	-16.4819851	-49.31005510000001	APPROXIMATE	Santo Antônio de Goiás, GO, Brazil
RIACHO DOS MACHADOS	MG	-16.019369	-42.98060870000001	APPROXIMATE	Riacho dos Machados - State of Minas Gerais, Brazil
CANUDOS DO VALE	RS	-29.324664	-52.223094	APPROXIMATE	Canudos do Vale - RS, Brazil
ENGENHEIRO PAULO DE FRONTIN	RJ	-22.549749	-43.6776274	APPROXIMATE	Eng. Paulo de Frontin, RJ, Brazil
CARLOPOLIS	PR	-23.477269	-49.7319925	APPROXIMATE	Carlópolis - State of Paraná, Brazil
DIVINOLANDIA	SP	-21.6616122	-46.7395488	APPROXIMATE	Divinolândia, State of São Paulo, Brazil
IBIQUERA	BA	-12.649220199999998	-40.9343603	APPROXIMATE	Ibiquera - State of Bahia, Brazil
CORUMBIARA	RO	-12.9986334	-60.9460084	APPROXIMATE	Corumbiara - State of Rondônia, Brazil
AMPARO DE SAO FRANCISCO	SE	-10.1587102	-36.9218584	APPROXIMATE	Amparo de São Francisco - State of Sergipe, Brazil
NOVA BRASILANDIA	MT	-14.7128856	-55.0493375	APPROXIMATE	Nova Brasilândia - State of Mato Grosso, Brazil
BENTO FERNANDES	RN	-5.6929082000000015	-35.82081429999999	APPROXIMATE	Bento Fernandes - State of Rio Grande do Norte, Brazil
CARAUBAS DO PIAUI	PI	-3.6164316	-41.8799408	APPROXIMATE	Caraúbas do Piauí - State of Piauí, Brazil
LASTRO	PB	-6.5575891	-38.1794179	APPROXIMATE	Lastro - State of Paraíba, Brazil
SANTO CRISTO	RS	-27.8263074	-54.6630812	APPROXIMATE	Santo Cristo, RS, Brazil
TURVO	SC	-28.9004822	-49.7115614	APPROXIMATE	Turvo - State of Santa Catarina, Brazil
PIQUETE	SP	-22.6068823	-45.1858511	APPROXIMATE	Piquete - State of São Paulo, Brazil
ISAIAS COELHO	PI	-7.7378059000000015	-41.6410914	APPROXIMATE	Isaías Coelho - State of Piauí, Brazil
JARDIM DE ANGICOS	RN	-5.6273824	-35.9805528	APPROXIMATE	Jardim de Angicos - State of Rio Grande do Norte, Brazil
BALNEARIO RINCÃO	SC	-28.8314284	-49.2351954	APPROXIMATE	Balneário Rincão, SC, Brazil
MARIANOPOLIS DO TOCANTINS	TO	-9.7732484	-49.77287570000001	APPROXIMATE	Marianópolis do Tocantins - State of Tocantins, Brazil
GAURAMA	RS	-27.5911085	-52.12754810000001	APPROXIMATE	Gaurama - RS, Brazil
QUARTEL GERAL	MG	-19.270633	-45.5629394	APPROXIMATE	Quartel Geral - State of Minas Gerais, Brazil
MARABA PAULISTA	SP	-22.1626459	-52.0639245	APPROXIMATE	Marabá Paulista - State of São Paulo, Brazil
LUIZIANA	PR	-24.3325053	-52.318772	APPROXIMATE	Luiziana - State of Paraná, Brazil
SALTO DO LONTRA	PR	-25.7676457	-53.2827118	APPROXIMATE	Salto do Lontra - State of Paraná, Brazil
TUCUNDUVA	RS	-27.6457622	-54.4123303	APPROXIMATE	Tucunduva - RS, Brazil
NOVO JARDIM	TO	-11.7022346	-46.55478520000001	APPROXIMATE	Novo Jardim - State of Tocantins, Brazil
GOVERNADOR LINDEMBERG	ES	-19.193467	-40.49236079999999	APPROXIMATE	Governador Lindenberg - State of Espírito Santo, Brazil
SANTA GERTRUDES	SP	-22.457323	-47.5326018	APPROXIMATE	Santa Gertrudes - State of São Paulo, Brazil
FRANCISCO DANTAS	RN	-6.0894166	-38.1234525	APPROXIMATE	Francisco Dantas - State of Rio Grande do Norte, Brazil
BARRA DO TURVO	SP	-24.8584178	-48.4387577	APPROXIMATE	Barra do Turvo - State of São Paulo, Brazil
RIO ACIMA	MG	-20.0883098	-43.7910446	APPROXIMATE	Rio Acima, MG, Brazil
MONTEIROPOLIS	AL	-9.6026724	-37.2758086	APPROXIMATE	Monteirópolis - State of Alagoas, Brazil
NOVA BASSANO	RS	-28.7295727	-51.7077058	APPROXIMATE	Nova Bassano - RS, Brazil
AGUA NOVA	RN	-6.2009189000000005	-38.3060321	APPROXIMATE	Água Nova - State of Rio Grande do Norte, Brazil
MOTUCA	SP	-21.4959109	-48.1796732	APPROXIMATE	Motuca - State of São Paulo, Brazil
DRACENA	SP	-21.5427809	-51.55707260000001	APPROXIMATE	Dracena - State of São Paulo, Brazil
IRAPURU	SP	-21.5913644	-51.3679914	APPROXIMATE	Irapuru - State of São Paulo, Brazil
NOVO MACHADO	RS	-27.5619018	-54.5437205	APPROXIMATE	Novo Machado - RS, Brazil
TRABIJU	SP	-22.0392634	-48.3346237	APPROXIMATE	Trabiju, SP, Brazil
ARAPUA	PR	-24.3136599	-51.7861276	APPROXIMATE	Arapuã - State of Paraná, Brazil
IBIARA	PB	-7.499547	-38.40393579999999	APPROXIMATE	Ibiara - State of Paraíba, Brazil
PRESIDENTE JUSCELINO	MG	-18.7123463	-44.0579882	APPROXIMATE	Presidente Juscelino - State of Minas Gerais, Brazil
PIQUET CARNEIRO	CE	-5.800589	-39.4174409	APPROXIMATE	Piquet Carneiro - State of Ceará, Brazil
SAO JOAO DO CARU	MA	-3.5317260000000004	-46.3816665	APPROXIMATE	São João do Carú - State of Maranhão, Brazil
REDUTO	MG	-20.224748	-41.9394892	APPROXIMATE	Reduto - State of Minas Gerais, Brazil
IBIRAREMA	SP	-22.8136187	-50.0803953	APPROXIMATE	Ibirarema - State of São Paulo, Brazil
SANTA TERESINHA	BA	-12.770043199999998	-39.6105142	APPROXIMATE	Santa Teresinha - State of Bahia, Brazil
TAPARUBA	MG	-19.7377695	-41.62114	APPROXIMATE	Taparuba - State of Minas Gerais, Brazil
RIACHAO DO POCO	PB	-7.1498568	-35.291743200000006	APPROXIMATE	Riachão do Poço - State of Paraíba, Brazil
BALBINOS	SP	-21.8924794	-49.3348621	APPROXIMATE	Balbinos - State of São Paulo, Brazil
JURU	PB	-7.465227799999999	-37.7662816	APPROXIMATE	Juru - State of Paraíba, Brazil
SANTANA DO MANHUACU	MG	-20.1069533	-41.92596	APPROXIMATE	Santana do Manhuaçu - State of Minas Gerais, Brazil
SANTA CECILIA	PB	-7.734758800000002	-35.93699520000001	APPROXIMATE	Santa Cecília - State of Paraíba, Brazil
CONGONHAL	MG	-22.1541237	-46.0427891	APPROXIMATE	Congonhal, MG, Brazil
CLARO DOS POCOES	MG	-17.0876402	-44.285793700000006	APPROXIMATE	Claro dos Poções - State of Minas Gerais, Brazil
CONDOR	RS	-28.1818047	-53.4986586	APPROXIMATE	Condor - RS, Brazil
DOM BOSCO	MG	-16.7334719	-46.3240951	APPROXIMATE	Dom Bosco - State of Minas Gerais, Brazil
DOUTOR CAMARGO	PR	-23.5551034	-52.2124713	APPROXIMATE	Doutor Camargo - State of Paraná, Brazil
CAICARA	RS	-27.2662645	-53.4122052	APPROXIMATE	Caiçara - RS, Brazil
CARIDADE DO PIAUI	PI	-7.732566900000001	-40.9886066	APPROXIMATE	Caridade do Piauí - State of Piauí, Brazil
CORDISLANDIA	MG	-21.7928424	-45.7015979	APPROXIMATE	Cordislândia, MG, Brazil
MANTENA	MG	-18.7765523	-40.9877527	APPROXIMATE	Mantena, MG, Brazil
SAO BONIFACIO	SC	-27.9000547	-48.9301492	APPROXIMATE	São Bonifácio - State of Santa Catarina, Brazil
SENADOR GEORGINO AVELINO	RN	-6.1579522	-35.11587539999999	APPROXIMATE	Senador Georgino Avelino - State of Rio Grande do Norte, Brazil
CANABRAVA DO NORTE	MT	-11.1741864	-51.852273	APPROXIMATE	Canabrava do Norte - State of Mato Grosso, Brazil
SAO JORGE D'OESTE	PR	-25.6666474	-52.9385002	APPROXIMATE	São Jorge d'Oeste - State of Paraná, Brazil
AVAI	SP	-22.1736861	-49.32471470000001	APPROXIMATE	Avaí - State of São Paulo, Brazil
QUATRO BARRAS	PR	-25.3678092	-49.0767795	APPROXIMATE	Quatro Barras, PR, Brazil
BANDEIRANTE	SC	-26.7632305	-53.6285244	APPROXIMATE	Bandeirante - State of Santa Catarina, Brazil
BENJAMIN CONSTANT DO SUL	RS	-27.5122272	-52.63864670000001	APPROXIMATE	Benjamin Constant do Sul - RS, Brazil
HERVEIRAS	RS	-29.4713026	-52.63864670000001	APPROXIMATE	Herveiras - RS, Brazil
JOANESIA	MG	-19.2043	-42.6880552	APPROXIMATE	Joanésia - State of Minas Gerais, Brazil
NOVA PRATA	RS	-28.7840394	-51.6077771	APPROXIMATE	Nova Prata, RS, Brazil
BELA VISTA DO PARAISO	PR	-22.9941291	-51.1931385	APPROXIMATE	Bela Vista do Paraíso, PR, Brazil
IRANI	SC	-27.0222777	-51.90367020000001	APPROXIMATE	Irani, SC, Brazil
ITATI	RS	-29.513605600000005	-50.1215169	APPROXIMATE	Itati - RS, Brazil
GRAMADO	RS	-29.3745686	-50.876435	APPROXIMATE	Gramado, RS, Brazil
IVOLANDIA	GO	-16.6073627	-50.7921268	APPROXIMATE	Ivolândia - State of Goiás, Brazil
FLORES DE GOIAS	GO	-14.4573984	-47.03886660000001	APPROXIMATE	Flores de Goiás - State of Goiás, Brazil
CARMO	RJ	-21.931451899999995	-42.605043	APPROXIMATE	Carmo, RJ, Brazil
POCO FUNDO	MG	-21.8201436	-46.018188	APPROXIMATE	Poço Fundo - State of Minas Gerais, Brazil
SARAPUI	SP	-23.6506958	-47.7834888	APPROXIMATE	Sarapuí - State of São Paulo, Brazil
SABAUDIA	PR	-23.3332714	-51.5781151	APPROXIMATE	Sabáudia - State of Paraná, Brazil
CASA BRANCA	SP	-21.7713436	-47.0858362	APPROXIMATE	Casa Branca - State of São Paulo, Brazil
LAVINIA	SP	-21.1655923	-51.0428566	APPROXIMATE	Lavínia - State of São Paulo, Brazil
GUARANI DAS MISSOES	RS	-28.146019800000005	-54.5564921	APPROXIMATE	Guarani das Missões - RS, Brazil
ARANDU	SP	-23.1960487	-49.0817124	APPROXIMATE	Arandu - State of São Paulo, Brazil
CARMOLANDIA	TO	-7.0615622999999985	-48.3589086	APPROXIMATE	Carmolândia - State of Tocantins, Brazil
ROSARIO DO IVAI	PR	-24.3030021	-51.2003761	APPROXIMATE	Rosário do Ivaí - State of Paraná, Brazil
VEREDA	BA	-17.206591500000002	-40.04280170000001	APPROXIMATE	Vereda - State of Bahia, Brazil
SAO JOAQUIM DA BARRA	SP	-20.5816355	-47.8597594	APPROXIMATE	São Joaquim da Barra - State of São Paulo, Brazil
MARCELINO VIEIRA	RN	-6.3056363	-38.1899782	APPROXIMATE	Marcelino Vieira - State of Rio Grande do Norte, Brazil
NAZARIO	GO	-16.581219400000002	-49.8821237	APPROXIMATE	Nazário, GO, Brazil
SAO GONCALO DO PIAUI	PI	-6.017301	-42.6489222	APPROXIMATE	São Gonçalo do Piauí - State of Piauí, Brazil
ASSUNCAO	PB	-7.0853716	-36.71728820000001	APPROXIMATE	Assunção - State of Paraíba, Brazil
SELVIRIA	MS	-20.2765984	-51.7677972	APPROXIMATE	Selvíria - State of Mato Grosso do Sul, Brazil
JOAQUIM TAVORA	PR	-23.4749389	-49.9161886	APPROXIMATE	Joaquim Távora - State of Paraná, Brazil
BOMBINHAS	SC	-27.14664650000001	-48.50545770000001	APPROXIMATE	Bombinhas - State of Santa Catarina, Brazil
CACAULANDIA	RO	-10.3716856	-62.9205918	APPROXIMATE	Cacaulândia - State of Rondônia, Brazil
MACHADINHO	RS	-27.6008599	-51.6623517	APPROXIMATE	Machadinho - RS, Brazil
SANTA CECILIA	SC	-26.965592200000003	-50.4178973	APPROXIMATE	Santa Cecília, SC, Brazil
NOVA VENEZA	SC	-28.701244	-49.5891233	APPROXIMATE	Nova Veneza - State of Santa Catarina, Brazil
SAO MIGUEL DO FIDALGO	PI	-7.5852947	-42.3544831	APPROXIMATE	São Miguel do Fidalgo - State of Piauí, Brazil
MILAGRES	BA	-12.8659048	-39.86092470000001	APPROXIMATE	Milagres - BA, Brazil
COQUEIRAL	MG	-21.1893557	-45.441058	APPROXIMATE	Coqueiral, MG, Brazil
PINGO D'AGUA	MG	-19.7480502	-42.4233339	APPROXIMATE	Pingo-d'Água - State of Minas Gerais, Brazil
SAO FERNANDO	RN	-6.3771125999999985	-37.1860574	APPROXIMATE	São Fernando, RN, Brazil
ABDON BATISTA	SC	-27.5926789	-51.03319329999999	APPROXIMATE	Abdon Batista - State of Santa Catarina, Brazil
QUEVEDOS	RS	-29.2971002	-54.041223	APPROXIMATE	Quevedos - RS, Brazil
NOVA GUARITA	MT	-10.3233437	-55.35859720000001	APPROXIMATE	Nova Guarita - State of Mato Grosso, Brazil
SAO SEBASTIAO DO ALTO	RJ	-21.874017	-42.0979633	APPROXIMATE	São Sebastião do Alto - State of Rio de Janeiro, Brazil
SANDOVALINA	SP	-22.4810055	-51.8311441	APPROXIMATE	Sandovalina - State of São Paulo, Brazil
ANTONIO DIAS	MG	-19.526205	-42.8247877	APPROXIMATE	Antônio Dias - State of Minas Gerais, Brazil
PALESTINA DE GOIAS	GO	-16.7045609	-51.430958200000006	APPROXIMATE	Palestina de Goiás - State of Goiás, Brazil
ARUANA	GO	-14.9170433	-51.075466	APPROXIMATE	Aruanã, GO, Brazil
BODO	RN	-5.9768013	-36.4580775	APPROXIMATE	Bodó - State of Rio Grande do Norte, Brazil
AGUAS DE LINDOIA	SP	-22.4803601	-46.633882	APPROXIMATE	Águas de Lindóia, SP, Brazil
LAJEADO	TO	-9.8602022	-48.299098	APPROXIMATE	Lajeado - State of Tocantins, Brazil
SANTA ROSA DE VITERBO	SP	-21.4909206	-47.37045	APPROXIMATE	Santa Rosa de Viterbo, SP, Brazil
ANDIRA	PR	-23.047934	-50.2306675	APPROXIMATE	Andirá, PR, Brazil
SAO FELIX DE MINAS	MG	-18.5871673	-41.4612677	APPROXIMATE	São Félix de Minas - State of Minas Gerais, Brazil
ARAUJOS	MG	-19.9475164	-45.1661304	APPROXIMATE	Araújos, MG, Brazil
CAPANEMA	PR	-25.6200963	-53.758612	APPROXIMATE	Capanema - State of Paraná, Brazil
SANTA CRUZ DO MONTE CASTELO	PR	-23.1034659	-53.36901579999999	APPROXIMATE	Santa Cruz do Monte Castelo - State of Paraná, Brazil
QUATA	SP	-22.2454935	-50.7031569	APPROXIMATE	Quatá, SP, Brazil
SITIO D'ABADIA	GO	-14.7281096	-46.2474381	APPROXIMATE	Sítio d'Abadia - State of Goiás, Brazil
RIO DA CONCEICAO	TO	-11.3209095	-46.7865516	APPROXIMATE	Rio da Conceição - State of Tocantins, Brazil
LUNARDELLI	PR	-24.0772839	-51.78890620000001	APPROXIMATE	Lunardelli - PR, Brazil
ARAPUA	MG	-19.0355245	-46.1540721	APPROXIMATE	Arapuá - State of Minas Gerais, Brazil
SERRA NEGRA DO NORTE	RN	-6.6607077000000015	-37.3999372	APPROXIMATE	Serra Negra do Norte - State of Rio Grande do Norte, Brazil
GOIANAPOLIS	GO	-16.328546	-48.953403	APPROXIMATE	Anápolis, GO, Brazil
TAPEJARA	RS	-28.064851399999995	-52.0061729	APPROXIMATE	Tapejara - RS, Brazil
NAZARE PAULISTA	SP	-23.1753772	-46.3816665	APPROXIMATE	Nazaré Paulista - State of São Paulo, Brazil
VALE DO PARAISO	RO	-10.5015572	-62.1219725	APPROXIMATE	Vale do Paraíso - State of Rondônia, Brazil
SAO GONCALO DO ABAETE	MG	-18.3409078	-45.8336296	APPROXIMATE	São Gonçalo do Abaeté - State of Minas Gerais, Brazil
MONTE AZUL PAULISTA	SP	-20.9069736	-48.6391766	APPROXIMATE	Monte Azul Paulista - State of São Paulo, Brazil
SILVEIRANIA	MG	-21.1461797	-43.194086	APPROXIMATE	Silveirânia - State of Minas Gerais, Brazil
SAO JOSE DO INHACORA	RS	-27.7314657	-54.1174856	APPROXIMATE	São José do Inhacorá - RS, Brazil
NOSSA SENHORA DAS GRACAS	PR	-22.9114615	-51.78890620000001	APPROXIMATE	Nossa Senhora das Graças - State of Paraná, Brazil
MERIDIANO	SP	-20.3557685	-50.1753451	APPROXIMATE	Meridiano - State of São Paulo, Brazil
PERDIZES	MG	-19.3473585	-47.2142417	APPROXIMATE	Perdizes - State of Minas Gerais, Brazil
MARECHAL CANDIDO RONDON	PR	-24.5568725	-54.056788	APPROXIMATE	Marechal Cândido Rondon - State of Paraná, Brazil
JABOTICABA	RS	-27.6378958	-53.27193079999999	APPROXIMATE	Jaboticaba - RS, Brazil
NOVO ACORDO	TO	-10.2348587	-47.2142417	APPROXIMATE	Novo Acordo - TO, Brazil
IMBE DE MINAS	MG	-19.5978162	-41.9791516	APPROXIMATE	Imbé de Minas - State of Minas Gerais, Brazil
COLMEIA	TO	-8.8214214	-48.7593128	APPROXIMATE	Colméia - State of Tocantins, Brazil
FLORIDA PAULISTA	SP	-21.6131815	-51.1729216	APPROXIMATE	Flórida Paulista, SP, Brazil
GENERAL SALGADO	SP	-20.6444472	-50.3618121	APPROXIMATE	General Salgado - State of São Paulo, Brazil
PAIAL	SC	-27.2312134	-52.51052239999999	APPROXIMATE	Paial - State of Santa Catarina, Brazil
BACURITUBA	MA	-2.7081551	-44.7380739	APPROXIMATE	Bacurituba - State of Maranhão, Brazil
VARGEM BONITA	SC	-26.950330800000003	-51.7466948	APPROXIMATE	Vargem Bonita - SC, Brazil
ARACITABA	MG	-21.345109	-43.374032	APPROXIMATE	Aracitaba, MG, Brazil
CAXINGO	PI	-3.3693485	-41.8799408	APPROXIMATE	Caxingó - State of Piauí, Brazil
ARAGUACU	TO	-12.9257017	-49.8300464	APPROXIMATE	Araguaçu - State of Tocantins, Brazil
CAFELANDIA	SP	-21.8034235	-49.6107305	APPROXIMATE	Cafelândia - State of São Paulo, Brazil
ALAGOA	MG	-22.171467	-44.6417694	APPROXIMATE	Alagoa, MG, Brazil
RIBEIRA DO PIAUI	PI	-8.028128	-42.5901672	APPROXIMATE	Ribeira do Piauí - State of Piauí, Brazil
RIO RUFINO	SC	-27.9026204	-49.7524306	APPROXIMATE	Rio Rufino - State of Santa Catarina, Brazil
IPIACU	MG	-18.6931915	-49.9440634	APPROXIMATE	Ipiaçu - State of Minas Gerais, Brazil
GALVAO	SC	-26.4454294	-52.6707139	APPROXIMATE	Galvão - State of Santa Catarina, Brazil
AGROLANDIA	SC	-27.4229369	-49.8342534	APPROXIMATE	Agrolândia - State of Santa Catarina, Brazil
PINHAL	RS	-27.537153600000003	-53.2395973	APPROXIMATE	Pinhal - RS, Brazil
SANTA ERNESTINA	SP	-21.440192	-48.37886	APPROXIMATE	Santa Ernestina - State of São Paulo, Brazil
MONDAI	SC	-27.1019098	-53.3990865	APPROXIMATE	Mondaí, SC, Brazil
VIRADOURO	SP	-20.8740173	-48.299098	APPROXIMATE	Viradouro - State of São Paulo, Brazil
JAPURA	PR	-23.4489899	-52.5532048	APPROXIMATE	Japurá - State of Paraná, Brazil
SANTA LUCIA	SP	-21.6649861	-48.1002024	APPROXIMATE	Santa Lúcia - State of São Paulo, Brazil
APIACA	ES	-21.1537998	-41.5663989	APPROXIMATE	Apiacá - State of Espírito Santo, Brazil
NOVO SAO JOAQUIM	MT	-14.9132729	-53.0186921	APPROXIMATE	Novo São Joaquim - State of Mato Grosso, Brazil
PORTO FERREIRA	SP	-21.8421051	-47.4710798	APPROXIMATE	Porto Ferreira, SP, Brazil
ASSAI	PR	-23.3692473	-50.8471533	APPROXIMATE	Assaí, PR, Brazil
VARRE-SAI	RJ	-20.9280524	-41.87048770000001	APPROXIMATE	Varre-Sai, RJ, Brazil
ITAPECERICA	MG	-20.4719298	-45.124195	APPROXIMATE	Itapecerica, MG, Brazil
BARRA DO OURO	TO	-7.719939	-47.6455169	APPROXIMATE	Barra do Ouro - State of Tocantins, Brazil
ITAMONTE	MG	-22.2864039	-44.8684468	APPROXIMATE	Itamonte - State of Minas Gerais, Brazil
GUARAITA	GO	-15.681718599999998	-50.0393017	APPROXIMATE	Guaraíta - State of Goiás, Brazil
QUIXABA	PB	-7.049866099999999	-37.1044125	APPROXIMATE	Quixabá - State of Paraíba, Brazil
COMENDADOR LEVY GASPARIAN	RJ	-22.0294433	-43.2059216	APPROXIMATE	Comendador Levy Gasparian - Fernandes Pinheiro, Comendador Levy Gasparian - RJ, Brazil
APERIBE	RJ	-21.62572560000001	-42.10206270000001	APPROXIMATE	Aperibé, RJ, Brazil
PONTAO	RS	-28.033787300000004	-52.63864670000001	APPROXIMATE	Pontão - RS, Brazil
PORECATU	PR	-22.7238417	-51.4099625	APPROXIMATE	Porecatu - State of Paraná, Brazil
JAMPRUCA	MG	-18.4601687	-41.7208243	APPROXIMATE	Jampruca - State of Minas Gerais, Brazil
SAO BENTO DO TOCANTINS	TO	-6.0279176	-47.9225383	APPROXIMATE	São Bento do Tocantins - State of Tocantins, Brazil
CONCEICAO DAS PEDRAS	MG	-22.1549968	-45.4215658	APPROXIMATE	Conceição das Pedras - State of Minas Gerais, Brazil
NICOLAU VERGUEIRO	RS	-28.5254038	-52.4252353	APPROXIMATE	Nicolau Vergueiro - RS, Brazil
COUTO DE MAGALHAES	TO	-8.4157026	-49.1221414	APPROXIMATE	Couto de Magalhães - State of Tocantins, Brazil
ARAPORA	MG	-18.4760974	-49.1423666	APPROXIMATE	Araporã - State of Minas Gerais, Brazil
TAIPAS DO TOCANTINS	TO	-12.1462854	-47.0193913	APPROXIMATE	Taipas do Tocantins - State of Tocantins, Brazil
BICAS	MG	-21.717188600000004	-43.0628041	APPROXIMATE	Bicas, MG, Brazil
CONCEICAO DOS OUROS	MG	-22.4351056	-45.7710559	APPROXIMATE	Conceição dos Ouros - State of Minas Gerais, Brazil
OSCAR BRESSANE	SP	-22.31535	-50.2815901	APPROXIMATE	Oscar Bressane, SP, Brazil
GONZAGA	MG	-18.8791902	-42.4920945	APPROXIMATE	Gonzaga - State of Minas Gerais, Brazil
BORDA DA MATA	MG	-22.2691578	-46.16406920000001	APPROXIMATE	Borda da Mata, MG, Brazil
RIO SONO	TO	-9.345215199999998	-47.8953385	APPROXIMATE	Rio Sono - State of Tocantins, Brazil
MOEMA	MG	-19.83939	-45.4130349	APPROXIMATE	Moema - State of Minas Gerais, Brazil
IGARATA	SP	-23.2052269	-46.1562788	APPROXIMATE	Igaratá, SP, Brazil
CATURITE	PB	-7.432433599999999	-36.06759520000001	APPROXIMATE	Caturité - State of Paraíba, Brazil
BRAS PIRES	MG	-20.8423997	-43.2409655	APPROXIMATE	Brás Pires, MG, Brazil
OLHO D'AGUA DO BORGES	RN	-5.9835967000000005	-37.70250120000001	APPROXIMATE	Olho-d'Água do Borges - State of Rio Grande do Norte, Brazil
PIMENTA	MG	-20.4832009	-45.8053083	APPROXIMATE	Pimenta - State of Minas Gerais, Brazil
SAO VICENTE DO SUL	RS	-29.7004262	-54.6972774	APPROXIMATE	São Vicente do Sul - RS, Brazil
PALMITOS	SC	-27.071804	-53.1592272	APPROXIMATE	Palmitos, SC, Brazil
GUATAPARA	SP	-21.4484554	-47.9614096	APPROXIMATE	Guatapará - State of São Paulo, Brazil
TIO HUGO	RS	-28.5738081	-52.6065939	APPROXIMATE	Tio Hugo - RS, Brazil
CATAS ALTAS DA NORUEGA	MG	-20.6690617	-43.5029884	APPROXIMATE	Catas Altas da Noruega - State of Minas Gerais, Brazil
